customer_key,score_date,personalized_deadline,personalized_window_days,estimated_margin_next_180d,churned_in_personal_window,heldout_margin_proxy,churn_probability,value_at_risk,risk_rank,value_at_risk_rank
99d43326ca27f5e4b930d6aa,2026-06-17,2026-06-21,18.0,361.26545454545453,1,361.26545454545453,0.6007728563611251,217.03847903187292,373.0,60.0
133c6d4682dd2634f199dbe1,2026-06-17,2026-06-20,10.0,473.0705882352941,1,473.0705882352941,0.4586883461792911,216.99196574371146,1028.0,61.0
f0abdc69153d5d78f03de962,2026-06-03,2026-06-09,21.0,451.012201591512,0,0.0,0.48091579014608976,216.89888929390952,905.0,62.0
5c12983a0c7170a43568e9f9,2026-06-17,2026-06-24,18.0,455.5772727272727,0,0.0,0.47561362259376366,216.67875705320523,932.0,63.0
3631c15661c875f443d795a1,2026-06-17,2026-06-22,16.0,493.1282051282052,0,0.0,0.4390255917188202,216.49590204965003,1164.0,64.0
3b5d45e9f2182e38bd55d2f3,2026-06-03,2026-06-05,11.0,257.3590909090909,1,257.3590909090909,0.8371810708682189,215.45615932494405,6.0,65.0
578915f88f026144d6e5143c,2026-06-03,2026-06-06,22.0,315.7460526315789,1,315.7460526315789,0.6799620864510162,214.69534473604077,163.0,66.0
0c22d54f64c6eb3726c2e9bb,2026-04-08,2026-04-10,12.0,346.4816326530611,1,346.4816326530611,0.6194473974848628,214.62714562324496,310.0,67.0
03b09626894526e69431ddb4,2026-04-08,2026-04-15,19.0,416.47499999999997,1,416.47499999999997,0.5150204535719781,214.49314340138957,733.0,68.0
4ac20cc26cc0524c0b6709a7,2026-06-03,2026-06-07,29.0,321.89142857142855,1,321.89142857142855,0.6651161670499729,214.09519317766868,193.0,69.0
4cc054a465fb53b485a390ab,2026-06-17,2026-06-20,10.0,388.675,1,388.675,0.5497263836537081,213.664902166605,575.0,70.0
4d64bc23990458538e0e8474,2026-05-20,2026-05-25,18.0,433.83506493506496,1,433.83506493506496,0.49211592086790756,213.49714248530796,859.0,71.0
0283e1fe1155b8ae9d0c6e8f,2026-04-08,2026-04-16,28.0,282.88941176470587,1,282.88941176470587,0.7378934577710279,208.7422462138709,77.0,72.0
a6c8b4400f40e3c7c2ee14aa,2026-06-17,2026-06-21,25.0,318.5571428571428,1,318.5571428571428,0.6547148567923905,208.56409416590733,221.0,73.0
4bf9a8efda496f49f63d8956,2026-06-03,2026-06-29,60.0,345.9647058823529,1,345.9647058823529,0.5988341166330506,207.17546903327198,386.0,74.0
310c35ef77b8716737a859f8,2026-06-17,2026-06-21,14.0,394.15015384615384,0,0.0,0.5249810633316255,206.92136687847764,681.0,75.0
09c232d20a00c3c35510140a,2026-06-17,2026-06-24,35.0,298.08000000000004,0,0.0,0.6888679259089783,205.33775135494827,144.0,76.0
9b1103f4f26f201c8f6eb3d5,2026-04-22,2026-05-01,20.0,383.9314285714286,1,383.9314285714286,0.519034727511195,199.27374441155527,714.0,77.0
26104aa7493b8c55a9cc929d,2026-02-11,2026-02-26,42.0,380.73750000000007,1,380.73750000000007,0.5213368781167158,198.4924996319631,701.0,78.0
06319d70e5d83485904d6384,2026-05-06,2026-05-08,18.0,268.6441558441558,1,268.6441558441558,0.7370120964053058,197.99399248573496,78.0,79.0
66682987d0a7dedd9a97065b,2026-05-20,2026-05-27,21.0,427.5294117647058,1,427.5294117647058,0.4618855212025314,197.4696451823528,1002.0,80.0
da1eb0c5c6b6258b8f1e065e,2026-06-03,2026-06-09,16.0,515.5384615384615,1,515.5384615384615,0.38267266514000425,197.28247705910067,1552.0,81.0
05389c12c64b4404597c1ddf,2026-06-03,2026-06-09,18.0,344.525,1,344.525,0.5724653884684746,197.2286379621012,486.0,82.0
f0bfdc1c7557eb95caba42ec,2026-05-06,2026-05-12,22.0,306.454054054054,0,0.0,0.6408376536038505,196.3872969373875,255.0,83.0
5cd897c241cca5c5c514a422,2026-05-06,2026-05-10,11.0,775.9250000000002,0,0.0,0.2529481146050185,196.26876582489902,2480.0,84.0
42b7af2d5cb39b45f169edcc,2026-05-20,2026-05-27,31.0,263.8357894736842,1,263.8357894736842,0.7418814765105922,195.7348850510746,70.0,85.0
b880b118c9fbc9b76c297b09,2026-06-03,2026-06-08,18.0,425.15172413793107,1,425.15172413793107,0.457819060020219,194.64256271080305,1032.0,86.0
b9d68a39dc32c4a4bc8a7720,2026-04-22,2026-05-11,46.0,298.8105882352942,1,298.8105882352942,0.6488374482868434,193.87949959167895,236.0,87.0
58568f03a6948d1b85b35bed,2026-05-20,2026-05-24,19.0,422.65145888594157,1,422.65145888594157,0.45592541980855106,192.69754382526946,1050.0,88.0
2c879716fc6dd42dd8f48e08,2026-06-17,2026-06-18,19.0,270.0,1,270.0,0.7129718731463484,192.50240574951405,111.0,89.0
fafc978c74bb7a21a807fa40,2026-06-03,2026-06-11,28.0,309.62016806722687,1,309.62016806722687,0.6203897109946698,192.08516658534796,305.0,90.0
05f96348b2aae862da7874aa,2026-06-03,2026-06-06,15.0,362.1861818181818,0,0.0,0.5284982867785861,191.4147765857866,670.0,91.0
6c06544d910a1c2e1ba1cf32,2026-06-17,2026-06-24,32.0,361.65000000000003,1,361.65000000000003,0.5261436171492608,190.2798391420302,677.0,92.0
003605351d5ab5d703a4b804,2026-06-17,2026-06-20,14.0,321.3652173913044,1,321.3652173913044,0.5916729620602632,190.14311007705348,416.0,93.0
0220b0387fb3e845c87636ed,2026-05-06,2026-05-22,32.0,568.6375,0,0.0,0.3336276714805996,189.71320504154946,1936.0,94.0
2e197b736237f8ba6a29bc38,2026-06-03,2026-06-06,30.0,240.86722689075629,1,240.86722689075629,0.7873687354559884,189.65132384976542,32.0,95.0
421e3915da27f4b7fedd9c87,2026-01-14,2026-01-20,13.0,495.42954545454546,1,495.42954545454546,0.38251082250363244,189.50716292441894,1555.0,96.0
ae6a95cf4c8eda75bb42373a,2026-06-17,2026-06-20,31.0,286.63928571428573,1,286.63928571428573,0.6605511176182962,189.33990053188157,206.0,97.0
e67b89b61ba0abb17a553470,2026-05-06,2026-05-13,37.0,306.3098360655738,1,306.3098360655738,0.6177565163013318,189.2248972367009,317.0,98.0
fc44977f64e8b28efeaafbe8,2026-06-03,2026-06-12,29.0,333.1,0,0.0,0.5675647427440664,189.05581580804855,505.0,99.0
429db908926146677f722766,2026-06-17,2026-06-19,22.0,267.9542857142858,0,0.0,0.7024567721041727,188.22630261433642,126.0,100.0
