customer_key,score_date,personalized_deadline,personalized_window_days,estimated_margin_next_180d,contact_eligible,churn_probability,value_at_risk,risk_rank,value_at_risk_rank
b75bd9e3f957297f1208e19d,2026-06-30,2026-07-14,29.0,261.6975,True,0.32945004000745176,86.2162518448501,703.0,135.0
2040c7c89ab9e92f11032b31,2026-06-30,2026-07-06,23.0,139.70853658536586,True,0.6165456653986716,86.13669265089905,145.0,136.0
842997a6c6deae66ca7ee5a6,2026-06-30,2026-07-07,16.0,305.03076923076924,True,0.28150456884620323,85.86755517713341,827.0,137.0
7e5b1d933e35ac664991e0c4,2026-06-30,2026-07-13,25.0,228.3189368770764,True,0.37573107661177046,85.78651996367877,593.0,138.0
d25bd7ca2b6df623aa4349d5,2026-06-30,2026-07-13,43.0,173.7592105263158,True,0.49057525850856437,85.24196962219143,344.0,139.0
dd450d8ec686099316be4077,2026-06-30,2026-07-19,41.0,245.51999999999998,True,0.3467934257834819,85.14472189836046,656.0,140.0
3c60b05a22ec00996661fa93,2026-06-30,2026-07-07,15.0,248.24000000000004,True,0.34013221003269767,84.43441981851689,674.0,141.0
c9d9c949f701737b1ea93d4d,2026-06-30,2026-07-03,20.0,128.62588235294118,True,0.6537126834200832,84.0843707102171,95.0,142.0
bb02e5ae4e33ce98b4827411,2026-06-30,2026-07-04,9.0,483.6533333333333,True,0.1737558747668416,84.03760801723216,1024.0,143.0
cc9143d1b0d1edd977e94d2f,2026-06-30,2026-07-05,22.0,128.63314285714284,True,0.6494071799993124,83.53528655730582,99.0,144.0
15c63b8ef806ad1fbb2486d6,2026-06-30,2026-07-03,28.0,132.25896656534957,True,0.6313247931156741,83.49836470456218,128.0,145.0
f6fdc1312515476615ab497c,2026-06-30,2026-07-08,46.0,155.18076923076922,True,0.5367626832677538,83.29524608386177,275.0,146.0
51394d746c182d667592d23c,2026-06-30,2026-07-04,15.0,141.39692307692306,True,0.5857760280542584,82.8269279790935,190.0,147.0
3e04fc966f3edee816323434,2026-06-30,2026-07-04,17.0,166.16666666666666,True,0.4961693688124424,82.44681011766751,335.0,148.0
9b58bfd4b6252e53d41d917b,2026-06-30,2026-07-05,38.0,171.45442622950821,True,0.48038937863550263,82.36488528070008,362.0,149.0
718032a66afe2d4ac40777e5,2026-06-30,2026-07-11,64.0,161.15172413793104,True,0.5110935556401807,82.3636076872007,309.0,150.0
3aeae8e03698ae95a25dd815,2026-06-30,2026-07-01,18.0,153.3230769230769,True,0.5365290314250897,82.26228195665297,276.0,151.0
4f17980fa2eb8efbffab01e7,2026-06-30,2026-07-12,31.0,160.3,True,0.5115888680279528,82.00769554488083,307.0,152.0
458098af1741f304235a0036,2026-06-30,2026-07-10,52.0,109.97575757575758,True,0.7431036260341823,81.72338423040166,32.0,153.0
efef43d5c0a0c447b67eb773,2026-06-30,2026-07-15,40.0,145.80972972972972,True,0.5541407943010598,80.79911944925529,231.0,154.0
8bd4a46310a42039be81a4d9,2026-06-30,2026-07-09,52.0,116.9178947368421,True,0.6871687234693947,80.34232047704485,74.0,155.0
9fc12ff0ef913d6ee28e9aea,2026-06-30,2026-07-01,43.0,126.7304347826087,True,0.6336722810306528,80.30556368470204,122.0,156.0
133c6d4682dd2634f199dbe1,2026-06-30,2026-07-06,11.0,471.97647058823526,True,0.16949621361174416,79.99822467854061,1030.0,157.0
d8523d5bededd16e3c53371d,2026-06-30,2026-07-06,12.0,406.9124999999999,True,0.19656534547951973,79.98489614243506,989.0,158.0
39dc5d9581bc25bb4f6652fa,2026-06-30,2026-07-19,47.0,137.17846153846153,True,0.5797612102149852,79.53075087696826,199.0,159.0
34e001d03a0203186ecfb2f4,2026-06-30,2026-07-24,57.0,206.7063829787234,True,0.3837988149700862,79.33366483398684,570.0,160.0
17774ea29041f466f31828a0,2026-06-30,2026-07-03,44.0,110.09577464788734,True,0.7205267360507692,79.32694916002329,45.0,161.0
fac8f8a100c81d47b2873400,2026-06-30,2026-07-07,16.0,275.40000000000003,True,0.28760502002234456,79.2064225141537,813.0,162.0
957084e31c53c64030579406,2026-06-30,2026-07-06,61.0,126.55384615384617,True,0.6250351216538357,79.10059862653004,134.0,163.0
21336a9bf151887bd50cc536,2026-06-30,2026-07-10,22.0,193.7957142857143,True,0.40796572286560995,79.06200866682865,508.0,164.0
19bb1b803d4b798f64da8b0c,2026-06-30,2026-07-06,19.0,181.71272727272725,True,0.43290714413692183,78.6647378169677,449.0,165.0
490de4a124513c3553bce534,2026-06-30,2026-07-07,17.0,302.87179487179486,True,0.258159437249947,78.18921212298395,884.0,166.0
1897e84592b67f274a7a4946,2026-06-30,2026-07-02,37.0,115.15714285714286,True,0.6751909574543117,77.75306154341723,82.0,167.0
78341b5dcc5bae714ad6859b,2026-06-30,2026-07-08,25.0,175.54285714285714,True,0.44081568285659933,77.38204444202704,433.0,168.0
c972a855e2a02712ba891e0a,2026-06-30,2026-07-10,23.0,200.10769230769228,True,0.3838737782297329,76.81609589898669,569.0,169.0
e3168f1d682a953fc1c29ae3,2026-06-30,2026-07-12,33.0,152.53333333333333,True,0.49614290234933717,75.6783307050189,336.0,170.0
1871fc598f11758b6476b9ae,2026-06-30,2026-07-11,30.0,142.26545454545456,True,0.5262379937575254,74.86548738100244,283.0,171.0
ecf5a46a009eb25841c07f2e,2026-06-30,2026-07-12,34.0,155.97818181818184,True,0.4797877821936237,74.83642592513927,364.0,172.0
ffe9a5049fbb89cce51f2bca,2026-06-30,2026-07-21,57.0,139.11157894736843,True,0.5359037881782344,74.55042213735025,277.0,173.0
6780f6f4ea1dee9749800f8c,2026-06-30,2026-07-03,11.0,210.76470588235293,True,0.3536794265341936,74.54314031011856,638.0,174.0
66b2dae5b145e2e383a75095,2026-06-30,2026-07-02,18.0,106.23225806451616,True,0.7002327676778787,74.3873080811868,60.0,175.0
b1ac4981c8d38dc7e4d21236,2026-06-30,2026-07-07,16.0,204.27857142857144,True,0.3637464437845687,74.30560389853487,617.0,176.0
e88552a0074539c70ddd6727,2026-06-30,2026-07-07,32.0,110.90769230769232,True,0.6665529569149428,73.92585025230497,90.0,177.0
58a3b4e47bbb6d6f63c20c65,2026-06-30,2026-07-15,39.0,167.1934426229508,True,0.44059125786606157,73.6639691922031,434.0,178.0
5b5f5d0e91173cf24cbf4933,2026-06-30,2026-07-09,21.0,186.13028571428572,True,0.3955123871535515,73.61683362442973,537.0,179.0
dfc42546882683bcf524035e,2026-06-30,2026-07-02,32.0,94.61379310344827,True,0.7778585889865814,73.59615160211662,18.0,180.0
9eeed20d4ba474fe066a62f0,2026-06-30,2026-07-11,20.0,299.741935483871,True,0.244575697855291,73.30959304746337,904.0,181.0
1db6128fea1d55d28a952d93,2026-06-30,2026-07-18,36.0,176.2374193548387,True,0.4157448100257567,73.26979242910703,491.0,182.0
ecb5617b61d66eb30568401f,2026-06-30,2026-07-16,50.0,120.10120481927709,True,0.609917027518783,73.251769844798,153.0,183.0
da4ba0716b348bbb1cd05e71,2026-06-30,2026-07-10,22.0,191.16666666666669,True,0.3814753224957958,72.92536581711298,574.0,184.0
936e95e0b6569d6561639161,2026-06-30,2026-07-18,45.0,229.9309090909091,True,0.31684683674267405,72.8528812148219,741.0,185.0
616c73dd5082cfa9b4561a58,2026-06-30,2026-07-14,43.0,116.82972972972973,True,0.6206479159702505,72.51012828012438,139.0,186.0
92a15f71619c1f6e5b4d306e,2026-06-30,2026-07-18,52.0,211.28181818181818,True,0.34296502974269555,72.46227505681807,667.0,187.0
50ff21db372bff546d5bb03b,2026-06-30,2026-07-08,43.0,97.51973684210526,True,0.7400779660729752,72.17220849407704,34.0,188.0
61641c992885e3be0221a511,2026-06-30,2026-07-05,16.0,160.15757575757578,True,0.44874518888744946,71.86994158508934,415.0,189.0
cd547d04b9c72c8b164e41ff,2026-06-30,2026-07-18,36.0,163.6032786885246,True,0.4384884693758545,71.73815125700251,440.0,190.0
fa582416a1079d7c33dec34c,2026-06-30,2026-07-02,27.0,105.26493506493506,True,0.6779197559593707,71.36117909029979,79.0,191.0
d4ab94eb049a9237963dc53f,2026-06-30,2026-07-06,50.0,143.7718309859155,True,0.4963039304968795,71.35452481304291,334.0,192.0
e90ceefa72b13cd3c5d47c05,2026-06-30,2026-07-14,41.0,124.24347826086957,True,0.5739771473880106,71.31291723373823,206.0,193.0
f555ddd199652fbf235eaf2d,2026-06-30,2026-07-19,38.0,226.90153846153842,True,0.3129524599227961,71.00939462180537,750.0,194.0
9494fbcd869ca8c196154c21,2026-06-30,2026-07-03,14.0,95.77499999999999,True,0.740494775218225,70.92088709652549,33.0,195.0
ec7354ea988c3fbd799b47b7,2026-06-30,2026-07-06,45.0,95.27368421052631,True,0.7443828118089131,70.92009294402602,31.0,196.0
7ac4dfec54f4a0b0524c9d49,2026-06-30,2026-07-01,29.0,93.86785714285715,True,0.7548191982910806,70.85326067387311,26.0,197.0
e51aedcef8f95c8c9696c138,2026-06-30,2026-07-04,40.0,101.16521739130435,True,0.6974089959262056,70.55353268352589,65.0,198.0
5ade6fe6f4601d662de4f7cd,2026-06-30,2026-07-12,37.0,115.42628571428574,True,0.6093918372793696,70.33983632176205,156.0,199.0
